Title,Genre
Moll Flanders (1996),Drama|Romance
Das Superweib (1996),Comedy
"301, 302 (1995)",Horror|Mystery|Thriller
DragonHeart (1996),Action|Adventure|Fantasy
Und keiner weint mir nach (1996),Biography|Drama
My Mother's Courage (1995),Drama|War
Eddie (1996),Comedy|Sport
Yankee Zulu (1993),Comedy|Drama
Billy's Holiday (1995),Musical
Purple Noon (1960),Crime|Drama|Thriller
August (1996),Comedy|Drama|Romance
James and the Giant Peach (1996),Animation|Adventure|Family
Fear (1996),Drama|Thriller
Kids in the Hall: Brain Candy (1996),Comedy
Faithful (1996),Comedy|Crime|Drama
Underground (1995),Comedy|Drama|War
Lust och fí_gring stor (1995),Drama|Romance|War
Bloodsport 2 (1996),Action|Sport
Pather Panchali (1955),Drama
Apur Sansar (1959),Drama
Mystery Science Theater 3000: The Movie (1996),Comedy|Horror|Sci-Fi
Tarantella (1995),Drama
Space Jam (1996),Animation|Adventure|Comedy
Barbarella (1968),Adventure|Comedy|Fantasy
Hostile Intentions (1995),Action|Drama|Thriller
They Bite (1996),Comedy|Horror|Sci-Fi
Some Folks Call It a Sling Blade (1994),Short|Drama|Thriller
The Run of the Country (1995),Drama|Romance
Alphaville (1965),Drama|Mystery|Sci-Fi
Coup de torchon (1981),Comedy|Crime|Drama
Tigrero: A Film That Was Never Made (1994),Documentary|Drama
L'oeil de Vichy (1993),Documentary|War
Windows (1980),Drama|Thriller
It's My Party (1996),Drama
Country Life (1994),Drama|Romance
Operation Dumbo Drop (1995),Action|Adventure|Comedy
Das Versprechen (1995),Romance|Drama
Mrs. Winterbourne (1996),Comedy|Drama|Romance
Solo (1996),Action|Sci-Fi|Thriller
Under the Domim Tree (1994),Drama
The Substitute (1996),Action|Crime|Drama
True Crime (1995),Crime|Drama|Mystery
Butterfly Kiss (1995),Comedy|Drama|Romance
Feeling Minnesota (1996),Comedy|Crime|Drama
Delta of Venus (1995),Drama
To Cross the Rubicon (1991),Comedy
Angus (1995),Comedy|Drama
Daens (1992),Biography|Drama|History
Faces (1968),Drama
Boys (1996),Mystery|Drama|Romance
The Quest (1996),Action|Adventure|Thriller
Cosi (1996),Comedy|Drama|Music
Sunset Park (1996),Drama|Sport
Mulholland Falls (1996),Crime|Drama|Mystery
The Truth About Cats & Dogs (1996),Comedy|Romance
Oliver & Company (1988),Animation|Adventure|Comedy
Celtic Pride (1996),Comedy|Sport
Flipper (1996),Family|Adventure
Captives (1994),Crime|Drama|Romance
Of Love and Shadows (1994),Drama
Dead Man (1995),Drama|Fantasy|Western
The Horseman on the Roof (1995),Adventure|Drama|Romance
Switchblade Sisters (1975),Action|Crime|Drama
Boca a boca (1995),Comedy|Romance
Les visiteurs (1993),Comedy|Fantasy
Multiplicity (1996),Comedy|Romance|Sci-Fi
Wallace & Gromit: The Best of Aardman Animation (1996),Animation|Comedy|Family
Paul Bowles - Halbmond (1995),Drama
The Haunted World of Edward D. Wood Jr. (1995),Documentary|Biography
2 Friends (1986),Drama
The Craft (1996),Drama|Fantasy|Horror
The Great White Hype (1996),Comedy|Sport
Last Dance (1996),Drama|Thriller
War Stories (1995),Documentary|Romance|War
Cold Comfort Farm (1995),Comedy|Romance
"Institute Benjamenta, or This Dream That One Calls Human Life (1995)",Animation|Drama
Low Life (1994),Short
Heaven's Prisoners (1996),Drama|Mystery|Thriller
Original Gangstas (1996),Action|Crime|Drama
The Rock (1996),Action|Adventure|Thriller
Getting Away with Murder (1996),Comedy
Cemetery Man (1994),Comedy|Fantasy|Horror
Twister (1996),Action|Adventure|Drama
Barb Wire (1996),Action|Sci-Fi
Le garí_u (1995),Drama
Honigmond (1996),Comedy
Ghost in the Shell (1995),Animation|Action|Crime
Thinner (1996),Fantasy|Horror
Spy Hard (1996),Comedy|Action
Brothers in Trouble (1995),Comedy|Drama
A Close Shave (1995),Animation|Short|Comedy
Force of Evil (1948),Crime|Drama|Film-Noir
The Stupids (1996),Comedy|Adventure
The Arrival (1996),Sci-Fi|Thriller
The Man from Down Under (1943),Drama|War
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy
Careful (1992),Comedy|Drama|Romance
Vermont Is for Lovers (1992),Comedy
A Month by the Lake (1995),Comedy|Drama|Romance
Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Drama|Family
Kim (1950),Adventure|Drama|Family
Carmen Miranda: Bananas Is My Business (1995),Documentary|Biography|Music
Dung che sai duk (1994),Action|Drama
Khomreh (1992),Drama
Maya Lin: A Strong Clear Vision (1994),Documentary|Biography
Stalingrad (1993),Drama|War
The Phantom (1996),Action|Adventure|Comedy
Striptease (1996),Comedy|Crime|Drama
The Last of the High Kings (1996),Comedy|Drama
Heavy (1995),Drama|Romance
Jack (1996),Comedy|Drama|Fantasy
I Shot Andy Warhol (1996),Biography|Drama
The Grass Harp (1995),Drama|Comedy
Someone Else's America (1995),Comedy|Drama
Marlene Dietrich: Shadow and Light (1996),Documentary
Costa Brava (1946),
Life Is Rosy (1987),Comedy|Drama|Musical
Quartier Mozart (1992),Comedy
Touki Bouki (1973),Drama
Wend Kuuni (1982),Drama
Spirits of the Dead (1968),Horror|Mystery
Babyfever (1994),Comedy|Drama
Pharaoh's Army (1995),Western
Trainspotting (1996),Drama
'Til There Was You (1997),Romance|Comedy
Independence Day (1996),Action|Adventure|Sci-Fi
Stealing Beauty (1996),Drama|Mystery|Romance
The Fan (1996),Action|Drama|Sport
The Hunchback of Notre Dame (1996),Animation|Drama|Family
The Cable Guy (1996),Comedy|Drama|Thriller
Kingpin (1996),Comedy|Sport
Eraser (1996),Action|Drama|Mystery
The Gate of Heavenly Peace,Documentary
The Nutty Professor (1996),Comedy|Romance|Sci-Fi
"I, the Worst of All (1990)",Drama
Un í©tí© inoubliable (1994),Drama|Romance|War
"The Last Klezmer: Leopold Kozlowski, His Life and Music (1994)",Documentary|Music
A Hungarian Fairy Tale (1987),Fantasy
En compagnie d'Antonin Artaud (1993),Biography|Drama
Sibak (1994),Crime|Drama
Somebody to Love (1994),Comedy|Drama
A Very Natural Thing (1974),Drama|Romance
The Old Lady Who Walked in the Sea (1991),Comedy
Daylight (1996),Action|Adventure|Drama
The Frighteners (1996),Comedy|Fantasy|Horror
Lone Star (1996),Crime|Drama|Mystery
Harriet the Spy (1996),Comedy|Drama|Family
Phenomenon (1996),Drama|Fantasy|Romance
Walking and Talking (1996),Comedy|Drama|Romance
She's the One (1996),Comedy|Drama|Romance
A Time to Kill (1996),Crime|Drama|Thriller
American Buffalo (1996),Drama
Les rendez-vous de Paris (1995),Comedy|Romance
Alaska (1996),Adventure|Family
Fled (1996),Action|Adventure|Crime
Kazaam (1996),Comedy|Family|Fantasy
Bí_ví_s vadíçsz (1994),Drama|Fantasy
Larger Than Life (1996),Comedy|Family
A Boy Called Hate (1995),Crime|Drama|Romance
Power 98 (1996),Action|Mystery|Thriller
Two Deaths (1995),Drama|War
A Very Brady Sequel (1996),Comedy
Stefano Quantestorie (1993),Comedy|Drama
Death in the Garden (1956),Adventure|Drama
The Crude Oasis (1995),Drama|Romance|Thriller
Hedd Wyn (1992),Drama|Romance|War
La collectionneuse (1967),Comedy|Drama|Romance
Kaspar Hauser (1993),Drama|History|Mystery
Echte Kerle (1996),Comedy|Crime|Romance
Diebinnen (1996),
The Convent (1995),Drama|Mystery
The Adventures of Pinocchio (1996),Adventure|Drama|Family
Joe's Apartment (1996),Comedy|Fantasy|Musical
The First Wives Club (1996),Comedy
Stonewall (1995),Comedy|Drama|Romance
Ransom (1996),Crime|Thriller
High School High (1996),Comedy|Crime|Romance
Phat Beach (1996),Comedy
Foxfire (1996),Drama
Chain Reaction (1996),Action|Drama|Sci-Fi
Matilda (1996),Comedy|Family|Fantasy
Emma (1996),Comedy|Drama|Romance
The Crow: City of Angels (1996),Action|Fantasy|Thriller
House Arrest (1996),Comedy|Family
Les yeux sans visage (1960),Drama|Horror
Bordello of Blood (1996),Comedy|Fantasy|Horror
Lotto Land (1995),Drama
Xinghua san yue tian (1994),Drama|Romance
Tian guo ni zi (1994),Crime|Drama|Mystery
Flirt (1995),Drama|Romance
The Big Squeeze (1996),Drama
The Spitfire Grill (1996),Drama
Escape from L.A. (1996),Action|Adventure|Sci-Fi
Cyclo (1995),Crime|Drama
Basquiat (1996),Biography|Drama
Tin Cup (1996),Comedy|Drama|Romance
Dingo (1991),Drama|Music
The Ballad of Narayama (1958),Drama
Un week-end sur deux (1990),Drama
Mille bolle blu (1993),Comedy|Romance
Wuya yu maque (1949),Drama
The Godfather (1972),Crime|Drama
The Hippie Revolution (1996),
Maybe... Maybe Not (1994),Comedy
Police Story 3: Supercop (1992),Action|Comedy|Crime
Manny & Lo (1996),Comedy|Drama
The Wife (1995),Comedy|Drama
Small Faces (1996),Drama
Bound (1996),Crime|Romance|Thriller
Carpool (1996),Comedy
Death in Brunswick (1990),Comedy|Crime|Thriller
Kansas City (1996),Crime|Drama|Music
Gone Fishin' (1997),Comedy|Crime
Lover's Knot (1995),Comedy|Romance
Vive L'Amour (1994),Drama
Shadow of Angels (1976),Drama
Killer: A Journal of Murder (1995),Biography|Crime|Drama
Nothing to Lose (1994),Action|Crime|Drama
Once a Cop (1993),Action|Comedy|Crime
Girls Town (1996),Comedy|Drama
Bye-Bye (1995),Drama
The Relic (1997),Horror|Mystery|Sci-Fi
The Island of Dr. Moreau (1996),Horror|Sci-Fi|Thriller
First Kid (1996),Family|Comedy
The Trigger Effect (1996),Drama|Thriller
Sweet Nothing (1995),Drama
Bogus (1996),Comedy|Family|Fantasy
Bulletproof (1996),Action|Comedy|Crime
Talk of Angels (1998),Drama|Romance|War
The Land Before Time III: The Time of the Great Giving (1995),Animation|Adventure|Family
1-900 (1994),Romance|Drama
Baton Rouge (1988),Crime|Mystery|Romance
Halloween: The Curse of Michael Myers (1995),Horror|Thriller
Twelfth Night or What You Will (1996),Comedy|Drama|Romance
Mother Night (1996),Drama|Romance|War
Liebelei (1933),Drama|Romance
Venice/Venice (1992),Drama
Wild Reeds (1994),Drama
For Whom the Bell Tolls (1943),Adventure|Drama|History
The Philadelphia Story (1940),Comedy|Romance
Singin' in the Rain (1952),Comedy|Musical|Romance
An American in Paris (1951),Drama|Musical|Romance
Funny Face (1957),Comedy|Musical|Romance
Breakfast at Tiffany's (1961),Comedy|Drama|Romance
Vertigo (1958),Mystery|Romance|Thriller
Rear Window (1954),Mystery|Thriller
It Happened One Night (1934),Comedy|Romance
Gaslight (1944),Crime|Drama|Film-Noir
The Gay Divorcee (1934),Comedy|Musical|Romance
North by Northwest (1959),Action|Adventure|Mystery
The Apartment (1960),Comedy|Drama|Romance
Some Like It Hot (1959),Comedy|Romance
Charade (1963),Comedy|Mystery|Romance
Casablanca (1942),Drama|Romance|War
The Maltese Falcon (1941),Crime|Film-Noir|Mystery
My Fair Lady (1964),Drama|Family|Musical
Sabrina (1954),Comedy|Drama|Romance
Roman Holiday (1953),Comedy|Romance
The Little Princess (1939),Comedy|Drama|Family
Meet Me in St. Louis (1944),Comedy|Drama|Family
The Wizard of Oz (1939),Adventure|Family|Fantasy
Gone with the Wind (1939),Drama|History|Romance
My Favorite Year (1982),Comedy
Sunset Blvd. (1950),Drama|Film-Noir
Citizen Kane (1941),Drama|Mystery
2001: A Space Odyssey (1968),Adventure|Sci-Fi
Golden Earrings (1947),Adventure|Romance|War
All About Eve (1950),Drama
The Women (1939),Comedy|Drama
Rebecca (1940),Drama|Mystery|Romance
Foreign Correspondent (1940),Action|Romance|Thriller
Notorious (1946),Drama|Film-Noir|Romance
Spellbound (1945),Film-Noir|Mystery|Romance
An Affair to Remember (1957),Drama|Romance
To Catch a Thief (1955),Crime|Mystery|Romance
Father of the Bride (1950),Comedy|Romance
The Band Wagon (1953),Comedy|Musical|Romance
Ninotchka (1939),Comedy|Romance
Love in the Afternoon (1957),Comedy|Crime|Drama
Gigi (1958),Comedy|Musical|Romance
The Reluctant Debutante (1958),Comedy|Romance
The Adventures of Robin Hood (1938),Action|Adventure|Romance
The Mark of Zorro (1940),Action|Adventure|Romance
Laura (1944),Crime|Drama|Film-Noir
The Ghost and Mrs. Muir (1947),Comedy|Drama|Fantasy
Lost Horizon (1937),Adventure|Drama|Fantasy
Top Hat (1935),Comedy|Musical|Romance
To Be or Not to Be (1942),Comedy|War
My Man Godfrey (1936),Comedy|Drama|Romance
Giant (1956),Drama|Western
East of Eden (1955),Drama
The Thin Man (1934),Comedy|Crime|Mystery
His Girl Friday (1940),Comedy|Drama|Romance
Around the World in Eighty Days (1956),Adventure|Comedy|Family
It's a Wonderful Life (1946),Drama|Family|Fantasy
Mr. Smith Goes to Washington (1939),Comedy|Drama
Bringing Up Baby (1938),Comedy|Family|Romance
Penny Serenade (1941),Drama|Romance
The Scarlet Letter (1926),Drama
Lady of Burlesque (1943),Comedy|Music|Mystery
Of Human Bondage (1934),Drama|Romance
Angel on My Shoulder (1946),Comedy|Fantasy|Romance
Little Lord Fauntleroy (1936),Drama|Family
They Made Me a Criminal (1939),Crime|Drama|Film-Noir
The Inspector General (1949),Comedy|Musical|Romance
Angel and the Badman (1947),Romance|Western
The 39 Steps (1935),Mystery|Thriller
A Walk in the Sun (1945),Drama|War
The Outlaw (1943),Comedy|Drama|Romance
Night of the Living Dead (1968),Horror
The African Queen (1951),Adventure|Drama|Romance
Beat the Devil (1953),Action|Adventure|Comedy
Cat on a Hot Tin Roof (1958),Drama|Romance
The Last Time I Saw Paris (1954),Drama|Romance
Meet John Doe (1941),Comedy|Drama|Romance
Algiers (1938),Drama|Mystery|Romance
Something to Sing About (1937),Comedy|Musical
A Farewell to Arms (1932),Drama|Romance|War
Moonlight Murder (1936),Crime|Music|Mystery
Nothing Personal (1995),Drama
Huang jia shi jie (1985),Action|Comedy|Crime
Dangerous Ground (1997),Action|Crime|Drama
Picnic (1955),Drama|Romance
Madagascar Skin (1995),Comedy|Romance
The Pompatus of Love (1995),Comedy|Drama|Romance
Small Wonders (1995),Documentary|Biography|Music
Fly Away Home (1996),Adventure|Drama|Family
Bliss (1997),Drama|Romance
Grace of My Heart (1996),Comedy|Drama|Music
Schlafes Bruder (1995),Drama|Music|Romance
Maximum Risk (1996),Action|Crime|Mystery
Michael Collins (1996),Biography|Drama|Thriller
The Rich Man's Wife (1996),Thriller
Infinity (1996),Biography|Drama
Big Night (1996),Drama|Romance
Last Man Standing (1996),Action|Crime|Drama
Caught (1996),Drama|Thriller
Set It Off (1996),Action|Crime|Drama
2 Days in the Valley (1996),Comedy|Crime|Thriller
Curdled (1996),Comedy|Crime|Thriller
L'associí© (1979),Comedy
Ed's Next Move (1996),Romance|Comedy
Extreme Measures (1996),Crime|Drama|Mystery
The Glimmer Man (1996),Action|Comedy|Crime
D3: The Mighty Ducks (1996),Action|Comedy|Drama
The Chamber (1996),Crime|Drama
The Apple Dumpling Gang (1975),Family|Comedy|Western
Davy Crockett: King of the Wild Frontier (1955),Family|Western|Adventure
Escape to Witch Mountain (1975),Adventure|Family|Fantasy
The Love Bug (1968),Comedy|Family|Sport
Herbie Rides Again (1974),Comedy|Family|Fantasy
Old Yeller (1957),Family|Drama|Adventure
The Parent Trap (1961),Comedy|Family|Romance
Pollyanna (1960),Drama|Family
Homeward Bound: The Incredible Journey (1993),Adventure|Comedy|Drama
The Shaggy Dog (1959),Family|Comedy|Fantasy
Swiss Family Robinson (1960),Adventure|Family
That Darn Cat! (1965),Comedy|Crime|Family
"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Family
Cool Runnings (1993),Adventure|Comedy|Family
Angels in the Outfield (1994),Comedy|Family|Fantasy
Cinderella (1950),Animation|Family|Fantasy
Winnie the Pooh and the Blustery Day (1968),Animation|Short|Comedy
The Three Caballeros (1944),Animation|Comedy|Family
The Sword in the Stone (1963),Animation|Adventure|Comedy
So Dear to My Heart (1948),Animation|Drama|Family
Robin Hood: Prince of Thieves (1991),Action|Adventure|Drama
Mary Poppins (1964),Comedy|Family|Fantasy
Dumbo (1941),Animation|Drama|Family
Pete's Dragon (1977),Animation|Adventure|Comedy
Bedknobs and Broomsticks (1971),Animation|Adventure|Comedy
Alice in Wonderland (1951),Animation|Adventure|Family
The Fox and the Hound (1981),Animation|Adventure|Drama
Freeway (1996),Comedy|Crime|Drama
The Sound of Music (1965),Biography|Drama|Family
Die Hard (1988),Action|Thriller
The Lawnmower Man (1992),Horror|Sci-Fi
Unhook the Stars (1996),Drama|Romance
Synthetic Pleasures (1995),Documentary
The Secret Agent (1996),Drama|Thriller
Secrets & Lies (1996),Drama
That Thing You Do! (1996),Comedy|Drama|Music
To Gillian on Her 37th Birthday (1996),Drama|Fantasy|Romance
Surviving Picasso (1996),Biography|Drama|Romance
Love Is All There Is (1996),Comedy|Romance
Beautiful Thing (1996),Comedy|Drama|Romance
The Long Kiss Goodnight (1996),Action|Crime|Drama
The Ghost and the Darkness (1996),Adventure|Drama|Horror
Looking for Richard (1996),Documentary|Drama
Trees Lounge (1996),Comedy|Drama
The Proprietor (1996),Drama
Normal Life (1996),Crime|Drama
Get on the Bus (1996),Drama|History
Shadow Conspiracy (1997),Action|Thriller
Jude (1996),Drama|Romance
Everyone Says I Love You (1996),Comedy|Musical|Romance
Azí_car amarga (1996),Drama|Romance
Romeo + Juliet (1996),Drama|Romance
Swingers (1996),Comedy|Drama
Sleepers (1996),Crime|Drama|Thriller
The Sunchaser (1996),Crime|Drama
Johns (1996),Drama|Romance
Aladdin and the King of Thieves (1996),Animation|Adventure|Comedy
Five Angles on Murder (1950),Mystery
Shall We Dance (1937),Comedy|Musical|Romance
A Damsel in Distress (1937),Comedy|Musical|Romance
Crossfire (1947),Crime|Drama|Film-Noir
"Murder, My Sweet (1944)",Crime|Drama|Film-Noir
Macao (1952),Adventure|Crime|Drama
For the Moment (1993),Romance|War|Drama
Willy Wonka & the Chocolate Factory (1971),Family|Fantasy|Musical
La vie sexuelle des Belges 1950-1978 (1994),Biography|Comedy|Romance
The Innocents (1961),Horror
Sleeper (1973),Comedy|Sci-Fi
Bananas (1971),Comedy
A Fish Called Wanda (1988),Comedy|Crime
Life of Brian (1979),Comedy
Victor Victoria (1982),Comedy|Music|Musical
The Candidate (1972),Comedy|Drama
The Great Race (1965),Action|Adventure|Comedy
Bonnie and Clyde (1967),Action|Biography|Crime
The Old Man and the Sea (1958),Adventure|Drama
Dial M for Murder (1954),Crime|Film-Noir|Thriller
Madame Butterfly (1995),Drama|Music
Dirty Dancing (1987),Drama|Music|Romance
Reservoir Dogs (1992),Crime|Drama|Thriller
Platoon (1986),Drama|War
Weekend at Bernie's (1989),Adventure|Comedy|Crime
Basic Instinct (1992),Drama|Mystery|Thriller
The Doors (1991),Biography|Drama|Music
The Crying Game (1992),Crime|Drama|Romance
Glengarry Glen Ross (1992),Crime|Drama|Mystery
Sophie's Choice (1982),Drama|Romance
E.T. the Extra-Terrestrial (1982),Family|Sci-Fi
The Search for One-eye Jimmy (1994),Comedy
A Christmas Carol (1938),Drama|Family|Fantasy
Days of Thunder (1990),Action|Drama|Sport
